,acc,loss,val_acc,val_loss
0,0.5388153693876971,1.274892572478253,0.6305882494239247,0.914965779115172
1,0.6461090900050769,0.8407670320392405,0.5600000132532681,1.2614121728083667
2,0.6927988107353183,0.7527199687168482,0.5811764841570574,1.5252835954375126
3,0.7173566249411039,0.6960902982051776,0.5905882488278782,1.1395941586178893
4,0.7493663867303466,0.6249733793714557,0.625882366474937,0.9776860330034705
5,0.7825556389435548,0.560136533361014,0.6752941292874953,1.022307432377163
6,0.795776640750723,0.5235894332751317,0.4541176576824749,1.3781337250681485
7,0.8085625858897167,0.4942587480165324,0.6752941315664964,1.1111414027126396
8,0.8209894016856466,0.47153372533158594,0.6164706025053474,1.829304671024575
9,0.8384492715096279,0.424033391345058,0.6541176613639382,1.1823020650565228
10,0.8497137036539966,0.3995691206457724,0.6658823635648279,1.4699009922497412
11,0.8562576358863506,0.39130848768181975,0.6729411905302721,1.0215821188600624
12,0.8708345135992976,0.34658599667663353,0.6776470724274131,1.1581485873773036
13,0.8789073567269924,0.3313671574240401,0.6000000115703134,1.4359078904942555
14,0.893081766798621,0.29371204506621984,0.5670588370631723,2.0807230846408538
15,0.8843301160983463,0.31937783353458415,0.36470589059240677,2.1204448005732366
16,0.8988078531707653,0.2813916123864369,0.6305882488980012,1.6357330977889326
17,0.9126067822901373,0.23715691191636093,0.6047058946946088,2.120336413767141
18,0.9164554631582484,0.23443197419409742,0.6776470719014898,1.2022579921957324
19,0.9324946052666483,0.1947397492482554,0.675294130339342,1.6930708709775526
20,0.9398291594801089,0.17509219862256137,0.6047058941686855,2.048984967168722
21,0.9498732780516119,0.1455444939405965,0.6211764849284116,1.9447995970135226
22,0.9483713537725967,0.15768261347988713,0.651764719451175,2.531528683951782
23,0.9525866142985027,0.13968516030995537,0.6141176588395063,4.000993420241182
24,0.9610511518836525,0.12095610190743887,0.6564706009977004,2.298776273549918
25,0.9617876277897416,0.11884310613520697,0.5929411882863326,2.4243021615287836
26,0.9678963690920637,0.09779669459835057,0.6682353072306689,2.1957820329787756
27,0.9657373529658075,0.10717370946290725,0.663529425333528,1.781077921863385
28,0.9677025650283135,0.10308227009111853,0.6305882471449235,2.4827170863857164
29,0.9719327904887572,0.08540921389567409,0.7129411888473174,1.9832907373659134
30,0.9683657203855441,0.09776338834303291,0.6400000139194376,1.8277367150958848
31,0.9705192017763413,0.09192696965219715,0.6658823647919823,2.5176036999581437
32,0.9708063471955692,0.09258487944110975,0.5082353050217909,4.594029951079146
33,0.9759692119260154,0.07649587535652048,0.6282353066346225,3.0482963277520065
34,0.9721205310411188,0.08402936263008264,0.5929411896887947,3.109349052245927
35,0.9762463632108191,0.07860925668262986,0.6705882477409699,2.4344451618045295
36,0.9762508227524596,0.08294919923736976,0.6400000132182065,2.3279691287028768
37,0.9816014278688129,0.06096771921208286,0.6235294238609426,2.301180821377784
38,0.9827278710780744,0.06112891276044878,0.6117647178032819,3.4922899557565175
39,0.9803774304699868,0.06558940506582155,0.6870588349945405,2.0593448665236362
40,0.9825434078777524,0.05851336938108564,0.5952941310756347,3.465309282709324
41,0.97849967256755,0.07141206120025632,0.7058823648621054,2.240837750069948
42,0.9872336438381872,0.048407768832185914,0.6329411908107645,2.844112824480373
43,0.9822585197216489,0.059380009301356534,0.6870588379747727,1.8635506718255141
44,0.9864826816846919,0.04886146201652392,0.6494117770124884,2.753557275883213
45,0.9821613004018237,0.05842546806826222,0.6917647179435281,2.0052323316936107
46,0.9834788332175819,0.05386411968087497,0.6776470717261819,2.454431891614941
47,0.984980757460229,0.054158514242508914,0.6541176594355527,2.16396152844091
48,0.9900478834001103,0.035611678417318,0.6400000132182065,2.7047233729328797
49,0.9878907357120048,0.04067678079134087,0.6800000132883296,2.081793195291699
50,0.9894865302287345,0.038210448901017435,0.6376470727079054,3.0085962628014387
51,0.9887355680892269,0.03868334217659544,0.6729411896537332,3.065957180643283
52,0.9909884544797741,0.03264243007607837,0.6400000147959766,3.1548489223434446
53,0.9881723465020809,0.04049426728382425,0.6729411889525021,2.374476971271783
54,0.9908928744513802,0.033584168486096036,0.6235294245621738,3.2313010915942817
55,0.9898601076365883,0.03698708815554151,0.6635294249829125,2.515291953531243
56,0.9910839986543821,0.03283018339040306,0.701176482614349,2.4487540456124512
57,0.9912700652698503,0.03297223007793701,0.6564705992446226,2.959989406525119
58,0.9915500896523877,0.031850336905046024,0.6705882496693555,2.8635556237433346
59,0.9898620112914944,0.03792754321316772,0.6470588387811885,2.831053079003194
60,0.9917394166192818,0.030997524999882335,0.6776470719014898,2.4996567828964222
61,0.9901417712643833,0.03936599773405018,0.6423529540791231,2.87327727324266
62,0.9893926599770323,0.037470618730782376,0.6047058943439932,3.8499661117792128
63,0.9908007139274125,0.03596645986541873,0.6094117769423653,3.46282388971856
64,0.9914578058222119,0.031261717850546454,0.6352941304445267,3.0565697440631245
65,0.9900497518368622,0.04210941867888412,0.6117647193810519,3.4152719994911047
66,0.9919256412661721,0.028181224210619076,0.6682353077565922,2.6821780393999637
67,0.9931474706046315,0.024996565627916537,0.5929411896887947,3.6161619052236134
68,0.9927719895278838,0.026064278975135143,0.6705882468644311,2.698770416340711
69,0.9915500896971569,0.030700398467840184,0.6470588361515718,2.825619491363785
70,0.9938984327161635,0.025542048410122482,0.6517647187499439,3.0593142963194087
71,0.991551676073914,0.033761537275718075,0.6470588356256485,3.3603590187903833
72,0.9923965084427434,0.035451395137917834,0.6752941294628031,3.1270875633152215
73,0.9926781192398134,0.02575537416691995,0.6305882467943079,3.490660244892762
74,0.9936156233267408,0.026035198887326177,0.6400000135688221,2.787077326341387
75,0.9924903787168261,0.026116777119802027,0.6400000137441298,3.260266475994585
76,0.995400356981191,0.02091896381007448,0.6211764833506416,3.881378984637016
77,0.9943667264367905,0.02392803133636375,0.6070588360814487,4.566693539835294
78,0.9925842489755222,0.029404775351034793,0.6729411887771943,2.8257327226269435
79,0.995306486715501,0.019489604430120253,0.6517647183993284,4.012005524521457
80,0.991927157136674,0.029705865658145394,0.6282353076864692,3.6473923925620295
81,0.9957758380299632,0.0208077390906688,0.6752941306899576,3.0395434448795458
82,0.9921134170506798,0.033174330245314666,0.6400000133935143,3.0523782244652358
83,0.9935229516673914,0.02086828184502965,0.6447058942388085,3.2629366962980115
84,0.9946493948123091,0.02258629047535581,0.6282353073358535,3.825612388496302
85,0.9947432651073733,0.020834121367670846,0.6705882475656622,3.032335757976946
86,0.9955872690640708,0.018480151063886244,0.6870588365723105,2.7908301359881507
87,0.9963390596380908,0.015448049641302326,0.6705882484422011,3.129432554298439
88,0.9959635785543492,0.014703270665182108,0.6517647189252517,3.3669104803440644
89,0.9974655028263706,0.013828362793490303,0.6917647195212981,2.9353491578287074
90,0.995024875918431,0.020670689246782243,0.6094117778189042,4.77758000080689
91,0.9951178296028017,0.019879081716837426,0.6423529535531998,3.4859617224543507
92,0.9969961514979206,0.013339212156342232,0.6729411893031176,3.0215030120290747
93,0.9952126164414183,0.019926557271767748,0.6776470724274131,2.8926628876782536
94,0.9943667264339924,0.024804853406998947,0.48470589308177725,5.98070710785687
95,0.9948371353870511,0.020123506991320088,0.6729411884265788,2.8233378896300914
96,0.9949310056387534,0.019710813461817234,0.6235294256140204,4.139514846310211
97,0.996526147986609,0.014575526055334522,0.6894117770826116,2.9522706270049373
98,0.9960581888368241,0.0202724658849993,0.6705882486175089,3.133960048640134
99,0.9964322600943551,0.015064583308980407,0.5129411876201629,5.3763001926921685
